ime,zanr,datum_izdaje,cena,ocena_steam,stevilo_igralcev 
Perfect Golf,Ex Early Access,2016-05-03,34.99,26,17533
Dex,Ex Early Access,2015-05-07,19.99,59,38048
MASSIVE CHALICE,Ex Early Access,2015-06-01,19.99,32,142547
The Adventures of Tree,Ex Early Access,2016-03-01,4.99,36,45236
Forge Quest,Ex Early Access,2015-05-29,14.99,64,37697
Pro Gamer Manager,Ex Early Access,2016-04-28,12.99,17,30333
Carmageddon: Reincarnation,Ex Early Access,2015-05-21,29.99,43,98889
Monstrum ,Ex Early Access,2015-05-20,17.99,78,80128
Frozen State,Ex Early Access,2016-08-05,11.99,47,18936
Chaos Reborn,Ex Early Access,2015-10-26,19.99,47,50321
The Bug Butcher,Ex Early Access,2016-01-19,7.99,90,30157
Steredenn,Ex Early Access,2015-10-01,12.99,69,94681
Hybrid Animals,Ex Early Access,2016-08-29,6.99,41,8591
Ace of Words,Ex Early Access,2016-05-13,4.99,26,124137
Over 9000 Zombies!,Ex Early Access,2015-02-25,0.99,59,55756
Strayed,Ex Early Access,2016-05-07,6.99,2,91524
Toy Soldiers: Complete,Ex Early Access,2016-02-17,10.04,41,54178
Melody's Escape,Ex Early Access,2016-05-20,9.99,90,71887
Captain Forever Remix,Ex Early Access,2016-06-03,14.99,88,18936
Ratz Instagib 2.0,Ex Early Access,2016-07-27,8.99,66,68556
Cosmonautica,Ex Early Access,2015-07-31,2.99,19,39801
Versus: Battle of the Gladiator,Ex Early Access,2016-08-26,14.99,N/A,2630
Home Improvisation,Ex Early Access,2016-07-28,9.99,38,9643
Narcissu 1st & 2nd,Ex Early Access,2015-04-24,Free,88,318758
Heart&Slash,Ex Early Access,2016-08-09,14.99,61,4909
StarForge,Ex Early Access,2014-09-22,9.99,0,306309
Secrets of Grindea,Ex Early Access,2015-07-13,14.99,96,102220
Backstage Pass,Ex Early Access,2016-08-22,29.99,78,4383
Crystal Rift,Ex Early Access,2016-03-30,9.99,25,5961
Caves of Qud,Ex Early Access,2015-07-15,9.99,98,13501
Fallen: A2P Protocol,Ex Early Access,2015-08-14,19.99,7,18059
The Black Watchmen,Ex Early Access,2015-08-27,14.99,72,11221
Gunscape,Ex Early Access,2016-03-01,Free,26,310692
In Verbis Virtus,Ex Early Access,2015-04-03,19.99,59,57334
Kelvin and the Infamous Machine,Ex Early Access,2016-07-21,14.99,N/A,3156
Shadowrun Chronicles,Ex Early Access,2015-04-28,19.99,28,163061
Data Hacker: Reboot,Ex Early Access,2015-04-17,4.99,16,102220
Boss Monster,Ex Early Access,2016-04-28,4.99,20,13150
NeuroVoider,Ex Early Access,2016-08-31,13.99,78,5435
Nightside,Ex Early Access,2015-08-06,13.99,18,14377
Dovetail Games Fishing,Ex Early Access,2015-11-02,19.99,28,49795
Putrefaction,Ex Early Access,2015-08-07,4.99,31,34190
7 Mages,Ex Early Access,2016-06-23,13.99,N/A,3507
Infectonator : Survivors,Ex Early Access,2016-08-08,11.99,38,24547
Dream,Ex Early Access,2015-07-31,16.99,23,78024
The Political Machine 2016,Ex Early Access,2016-02-04,9.99,43,34366
Virtual Battlemap,Ex Early Access,2016-07-20,29.99,N/A,1052
Kingdom Wars 2: Battles,Ex Early Access,2016-03-04,18.99,39,44535
Edge of Space,Ex Early Access,2015-09-17,14.99,12,231617
Wrack,Ex Early Access,2014-09-30,9.99,39,39100
Executive Assault,Ex Early Access,2015-07-17,12.99,78,22267
Princess.Loot.Pixel.Again,Ex Early Access,2016-04-15,4.99,64,93804
"Invisible, Inc.",Ex Early Access,2015-05-12,19.99,88,205842
Valhalla Hills,Ex Early Access,2015-12-02,29.99,31,23319
Gunnheim,Ex Early Access,2015-10-16,9.99,8,32437
Empires Of Creation,Ex Early Access,2015-11-20,4.99,N/A,6663
Ground Breakers,Ex Early Access,2016-06-15,9.99,N/A,4033
Nevermind,Ex Early Access,2015-09-29,19.99,36,11046
Hero Defense - Haunted Island,Ex Early Access,2016-05-31,14.99,49,20339
Vengeance Road,Ex Early Access,2016-06-17,1.99,N/A,78024
The Tribe,Ex Early Access,2016-08-26,4.99,75,8767
SanctuaryRPG: Black Edition,Ex Early Access,2015-02-13,7.99,88,124663
Crea,Ex Early Access,2016-06-09,14.99,54,37346
Color Syndrome,Ex Early Access,2016-08-01,2.09,N/A,1403
Alpha Runner,Ex Early Access,2015-09-02,1.99,61,28404
Steamroll,Ex Early Access,2016-02-19,12.99,N/A,1865
Trouble In The Manor,Ex Early Access,2015-11-17,0.99,31,18235
Clandestine,Ex Early Access,2015-11-05,19.99,45,9117
Rogue Stormers,Ex Early Access,2016-04-21,13.99,39,20339
Eon Altar,Ex Early Access,2016-06-22,6.99,81,11747
Grind Zones,Ex Early Access,2016-07-19,4.99,N/A,5961
The Sandbox,Ex Early Access,2015-06-29,4.99,23,23144
The Hive,Ex Early Access,2016-08-25,19.99,47,13676
StarDrive 2,Ex Early Access,2015-04-09,29.99,22,64172
Assault Android Cactus,Ex Early Access,2015-09-23,14.99,96,26125
Overfall,Ex Early Access,2016-05-17,14.99,75,11397
Ruzar - The Life Stone,Ex Early Access,2015-12-02,12.99,49,2279
Space Food Truck,Ex Early Access,2016-03-25,13.39,43,4383
Interplanetary,Ex Early Access,2015-05-12,14.99,59,97135
DubWars,Ex Early Access,2016-07-19,9.99,54,3331
Block Story,Ex Early Access,2015-12-10,2.99,16,22443
Rise: Battle Lines,Ex Early Access,2015-11-17,5.99,66,2805
Burgers,Ex Early Access,2015-09-03,2.99,6,100642
Game Corp DX,Ex Early Access,2015-10-02,2.99,72,59088
Sunrider Academy,Ex Early Access,2015-04-15,9.99,66,47340
Super Chibi Knight,Ex Early Access,2015-06-24,4.99,72,11572
Titans of Space 2.0,Ex Early Access,2016-05-23,7.99,93,5611
Soul Axiom,Ex Early Access,2016-02-29,19.99,45,35593
RPG Tycoon,Ex Early Access,2016-02-12,9.99,26,26826
European Ship Simulator,Ex Early Access,2015-02-19,19.99,7,36470
Galacide,Ex Early Access,2015-07-28,9.99,84,12624
A.I. Invasion,Ex Early Access,2015-09-30,9.99,N/A,10695
Dreaming Sarah,Ex Early Access,2015-03-12,5.99,84,70309
Trackday Manager,Ex Early Access,2016-03-31,11.99,30,5260
Malebolgia,Ex Early Access,2015-05-06,12.99,31,15955
The Mims Beginning,Ex Early Access,2016-05-18,19.99,59,4734
bit Dungeon+,Ex Early Access,2016-03-22,3.99,8,16306
ROCKETSROCKETSROCKETS,Ex Early Access,2015-05-01,6.99,56,75218
Ancients of Fasaria: Chess Club,Ex Early Access,2015-11-04,9.99,N/A,13325
TRON RUN/r,Ex Early Access,2016-02-16,19.99,64,10695
Sixtieth Kilometer,Ex Early Access,2016-08-25,3.99,N/A,11221
Spellcrafter,Ex Early Access,2015-05-04,9.99,N/A,5435
The Flame in the Flood,Ex Early Access,2016-02-24,19.99,56,41905
UNLOVED,Ex Early Access,2015-08-21,14.99,69,4208
Wild Season,Ex Early Access,2015-12-07,16.99,13,12975
Mars 2030,Ex Early Access,2016-03-11,4.99,N/A,1066
Brigador,Ex Early Access,2016-06-02,19.99,90,4559
The Storm Guard: Darkness is Coming,Ex Early Access,2016-08-25,19.99,61,2104
Burstfire,Ex Early Access,2015-09-24,Free,9,69608
Shiness: The Lightning Kingdom,Ex Early Access,2016-09-10,25.49,N/A,1599
BiT Evolution,Ex Early Access,2015-06-09,9.99,36,15429
Legends of Callasia,Ex Early Access,2016-06-10,Free,47,41905
Cashtronauts,Ex Early Access,2016-08-31,7.99,N/A,8591
Angels Fall First,Ex Early Access,2015-10-01,17.99,47,28579
JumpJet Rex,Ex Early Access,2015-04-21,9.99,93,80478
Bierzerkers,Ex Early Access,2016-02-25,Free,8,195848
Wickland,Ex Early Access,2015-02-06,0.99,18,108883
CroNix,Ex Early Access,2015-07-17,Free,7,255637
Cosmos Crash VR,Ex Early Access,2016-09-01,9.99,N/A,1227
Gabe Newell Simulator,Ex Early Access,2015-12-14,3,8,12799
La Peri,Ex Early Access,2016-08-19,9.99,61,2981
Hyper Box,Ex Early Access,2016-03-16,2.99,N/A,5085
Gender Bender DNA Twister Extreme,Ex Early Access,2015-11-23,24.99,36,5435
Warlocks vs Shadows,Ex Early Access,2015-08-19,13.99,25,27527
Hegemony Rome: The Rise of Caesar,Ex Early Access,2014-05-15,19.99,25,52074
Onikira: Demon Killer,Ex Early Access,2015-08-27,13.99,9,38048
GameGuru,Ex Early Access,2015-05-19,19.99,49,107655
March of War: Face Off,Ex Early Access,2015-07-16,Free,45,115195
Krai Mira,Ex Early Access,2016-07-11,9.99,38,15079
Stars,Ex Early Access,2016-08-30,5.99,N/A,1599
Boogeyman,Ex Early Access,2015-11-02,7.99,69,12799
Duskers,Ex Early Access,2016-05-18,19.99,84,26300
Major\Minor,Ex Early Access,2016-05-01,9.99,47,5786
ACE Academy,Ex Early Access,2016-08-22,24.99,98,4734
Zombie Party,Ex Early Access,2016-06-10,9.99,81,11923
Time Machine VR,Ex Early Access,2016-05-19,29.99,28,7539
The Masterplan,Ex Early Access,2015-06-04,19.99,30,78199
Down To One,Ex Early Access,2016-01-07,0.99,6,98889
GASP,Ex Early Access,2016-01-19,Free,0,162710
Rock 'N' Roll Defense,Ex Early Access,2016-08-10,1.99,32,18410
0RBITALIS,Ex Early Access,2015-05-28,9.99,38,30859
Vision of Aurora Borealis,Ex Early Access,2016-08-22,3.99,N/A,1332
Krautscape,Ex Early Access,2016-02-24,7.99,43,29982
Grass Simulator,Ex Early Access,2015-04-01,4.99,10,21741
Worlds of Magic,Ex Early Access,2015-03-19,15.99,10,12975
Woolfe - The Red Hood Diaries,Ex Early Access,2015-03-17,9.99,19,64874
RaceCraft,Ex Early Access,2016-03-04,19.99,43,26475
Rise of Incarnates,Ex Early Access,2015-06-30,Free,19,1745628
Breach & Clear: Deadline,Ex Early Access,2015-07-20,19.99,18,46639
Secret Ponchos,Ex Early Access,2015-10-13,14.99,39,46814
The Deer God,Ex Early Access,2015-02-27,14.99,28,46814
Better Late Than Dead,Ex Early Access,2016-03-03,14.99,6,28404
WARSHIFT,Ex Early Access,2015-08-14,19.99,61,12449
A.I. Space Corps,Ex Early Access,2016-02-05,4.99,N/A,9994
Operation Caucasus,Ex Early Access,2016-03-16,Free,N/A,10169
Garage Drummer VR,Ex Early Access,2016-06-21,5.99,N/A,877
Fasaria World Online,Ex Early Access,2015-02-22,9.99,N/A,8767
Quantum Lock,Ex Early Access,2016-01-07,5.99,N/A,701
Abrix for kids,Ex Early Access,2016-08-12,4.99,N/A,3682
Jurassic Island: The Dinosaur Zoo,Ex Early Access,2015-11-23,3.99,N/A,1929
C.R.E.E.P.S,Ex Early Access,2016-03-16,11.99,N/A,7189
Heresy,Ex Early Access,2015-11-19,19.99,N/A,514
Champions of Breakfast,Ex Early Access,2016-06-23,4.99,N/A,533
The Fleets of Sol,Ex Early Access,2016-04-01,8.99,N/A,1753
Crazy Pixel Streaker,Ex Early Access,2016-06-07,9.99,N/A,877
Dungeons Of Kragmor,Ex Early Access,2016-04-29,0.99,5,22267
Fantasy Tales Online,Ex Early Access,2016-05-05,Free,47,103623
The Land Of Lamia,Ex Early Access,2015-11-23,4.99,N/A,20514
XNemesis SandBox,Ex Early Access,2016-06-07,4.99,N/A,2805
Game Tycoon 2,Ex Early Access,2016-04-08,14.99,22,4033
Door To Door,Ex Early Access,2016-08-02,3.49,N/A,7364
VReakout,Ex Early Access,2016-07-13,7.99,N/A,533
Planet R-12,Ex Early Access,2016-05-05,4.99,N/A,9468
Chicku,Ex Early Access,2016-05-05,7.99,N/A,1227
Super Trench Attack 2,Ex Early Access,2015-11-06,6.99,N/A,11397
Parallels,Ex Early Access,2015-11-13,4.99,N/A,1753
Verdict Guilty - ìœ ì£„ í‰ê²°,Ex Early Access,2016-06-13,1.01,66,5435
VR: Vacate the Room,Ex Early Access,2016-07-15,4.24,90,5786
Tick: The Time Based Puzzle Game,Ex Early Access,2015-08-20,2.99,N/A,1227
DARTHY,Ex Early Access,2016-02-16,0.99,N/A,1403
GiAnt,Ex Early Access,2016-08-02,5.99,N/A,3156
Blamdown Udder Fury,Ex Early Access,2016-08-30,4.99,N/A,533
Close Order,Ex Early Access,2016-01-21,4.99,11,6312
Rot Gut,Ex Early Access,2016-07-12,1.99,69,7189
BanHammer,Ex Early Access,2015-12-22,2.99,15,17183
Shrouded in Sanity,Ex Early Access,2016-05-27,7.99,59,2279
Retaliation: Enemy Mine,Ex Early Access,2016-01-22,4.99,N/A,533
StarForce: 2193,Ex Early Access,2016-08-16,0.99,N/A,1578
Super Slam Dunk Touchdown,Ex Early Access,2015-12-16,15,N/A,4033
UTOPIA 9 - A Volatile Vacation,Ex Early Access,2016-05-05,11.99,N/A,1578
Drone Racing,Ex Early Access,2016-05-23,9.99,N/A,1403
Doorways: Holy Mountains of Flesh,Ex Early Access,2016-08-10,19.99,69,46990
Armor Clash,Ex Early Access,2015-10-21,9.99,N/A,2630
Unfortunate Spacemen,Ex Early Access,2016-05-06,14.99,41,1403
Cologne,Ex Early Access,2016-03-10,2.99,N/A,533
RollerGirls From Beyond,Ex Early Access,2016-09-08,14.99,N/A,514
Meridian: Squad 22,Ex Early Access,2016-08-11,14.99,49,2279
Jurassic Survival,Ex Early Access,2016-08-01,8.99,N/A,3682
Axion,Ex Early Access,2015-12-11,1.99,4,5786
Goblins and Grottos,Ex Early Access,2016-07-07,12.99,N/A,2104
Jet Set Knights,Ex Early Access,2016-04-07,9.99,N/A,1929
Demented,Ex Early Access,2015-11-18,5.99,N/A,11747
Earth Space Colonies,Ex Early Access,2016-07-01,14.99,39,4559
Slybots: Frantic Zone,Ex Early Access,2016-01-18,6.99,N/A,1052
Super Button Soccer,Ex Early Access,2016-07-20,6.99,N/A,1332
Tatsu,Ex Early Access,2016-08-29,9.99,N/A,701
"In Case of Emergency, Release Raptor",Ex Early Access,2016-08-29,Free,N/A,3857
Space Drifters 2D,Ex Early Access,2016-03-28,0.99,N/A,17007
Pharaonic,Ex Early Access,2016-04-28,15.99,78,2104
WizardCraft,Ex Early Access,2016-05-27,11.99,N/A,701
The Ritual on Weylyn Island,Ex Early Access,2015-12-04,4.99,N/A,1753
Tic-Toc-Tower,Ex Early Access,2015-09-28,4.99,N/A,9819
Sunken,Ex Early Access,2016-05-26,9.99,N/A,1578
MoW: Face Off XL,Ex Early Access,2015-11-18,Free,39,43658
Tidal Affair: Before The Storm,Ex Early Access,2015-11-24,9.99,N/A,526
Dawn of Andromeda,Ex Early Access,0000-00-00,Free,N/A,514
Void Raiders,Ex Early Access,2016-06-14,4.99,N/A,1227
BomberZone,Ex Early Access,2016-06-10,3.99,N/A,1052
Slam,Ex Early Access,2016-07-11,3.99,N/A,2279
Linkrealms,Ex Early Access,2016-05-19,19.99,N/A,1227
Overdosed - A Trip To Hell,Ex Early Access,2016-05-23,6.99,N/A,3507
"Axe, Bow & Staff",Ex Early Access,2016-05-20,9.99,N/A,526
Link,Ex Early Access,2016-04-22,4.99,N/A,6487
Frizzy,Ex Early Access,2015-12-23,2.99,N/A,9117
Vortex: The Gateway,Ex Early Access,2016-03-22,19.99,28,13150
Awakening of Solutio,Ex Early Access,2016-05-27,1.99,N/A,1578
Gon' E-Choo!,Ex Early Access,2015-11-25,1.99,59,10345
Rogue Harvest,Ex Early Access,2015-11-05,4.99,N/A,8591
The Ables: Freepoint High,Ex Early Access,2016-04-07,2.99,N/A,799
Kimulator : Fight for your destiny,Ex Early Access,2016-08-11,1.99,13,4383
UNDEADS,Ex Early Access,2015-10-30,2.69,N/A,4383
Pyramid Raid,Ex Early Access,2015-12-15,2.99,15,57334
The Last Door: Season 2 - Collector's Edition,Ex Early Access,2016-03-29,9.99,98,7715
[STO] Special Tactics Online,Ex Early Access,2016-04-26,9.99,N/A,1227
Block Wave,Ex Early Access,2016-09-09,4.49,N/A,1541
Hydraulic Empire,Ex Early Access,2015-07-31,9.99,18,12098
Gnomes Vs. Fairies,Ex Early Access,2016-07-01,9.99,N/A,1332
Event Horizon,Ex Early Access,2016-04-30,5.99,N/A,2455
Carnivore Land,Ex Early Access,2016-03-09,7.99,N/A,701
Major\Minor - Definitive Edition,Ex Early Access,2016-05-19,9.99,N/A,514
Energy Hook,Ex Early Access,2016-07-05,17.99,N/A,1929
Bionite: Origins,Ex Early Access,2015-12-24,11.99,N/A,799
INFERNO CLIMBER,Ex Early Access,2016-09-08,26.99,N/A,533
Warbit,Ex Early Access,2016-04-19,0.99,28,9643
Orion Trail,Ex Early Access,2015-10-12,9.99,34,8416
Evolution,Ex Early Access,2016-06-06,3.99,N/A,5435
FL337,Ex Early Access,2015-11-17,9.99,N/A,526
Shaolin vs Wutang,Ex Early Access,2016-05-09,12.99,69,1052
Zavix Tower,Ex Early Access,2016-07-21,14.99,52,1227
So Long Earth,Ex Early Access,2016-04-28,6.99,N/A,2981
Citadel,Ex Early Access,2016-08-17,2.99,N/A,877
Rebel Wings,Ex Early Access,2016-07-08,9.99,N/A,533
Sky To Fly: Faster Than Wind,Ex Early Access,2016-03-25,3.99,36,10169
CrazyCars3D,Ex Early Access,2016-06-14,2.99,28,5961
Epic Showdown,Ex Early Access,2015-10-27,4.99,N/A,19287
Dark Days,Ex Early Access,2016-06-03,4.99,N/A,1403
Babel: Tower to the Gods,Ex Early Access,2016-04-05,9.99,N/A,2279
Warriors' Wrath,Ex Early Access,2016-05-26,6.99,49,8416
"DvDrum, Ultimate Drum Simulator!",Ex Early Access,2015-09-01,12.99,N/A,6838
MadOut Open City,Ex Early Access,2016-03-29,6.39,12,4383
Earth Overclocked,Ex Early Access,2015-12-04,7.99,N/A,11572
ALPAGES : THE FIVE BOOKS,Ex Early Access,2015-10-23,0.99,10,15079
Alien Blitz,Ex Early Access,2016-05-09,6.99,N/A,1929
Tango Fiesta,Ex Early Access,2015-09-24,12.99,32,22618
Steam Squad,Ex Early Access,2016-07-28,17.99,66,2279
I am weapon: Revival,Ex Early Access,2015-10-23,15.99,45,2104
Commander Cool 2,Ex Early Access,2015-12-17,2.99,75,10520
Battle Chess: Game of Kings,Ex Early Access,2015-12-11,29.99,15,7715
Kings of Kung Fu,Ex Early Access,2015-06-25,9.99,26,17183
Tomb of Tyrants,Ex Early Access,2015-06-25,7.99,84,21391
MechRunner,Ex Early Access,2016-07-15,7.99,N/A,2104
Adventures of Pip,Ex Early Access,2015-06-04,14.99,75,15429
Into The Gloom,Ex Early Access,2015-04-07,2.99,56,12098
Oil Enterprise,Ex Early Access,2016-04-20,19.99,17,5961
Leap of Fate,Ex Early Access,2016-03-30,15.99,93,6137
Fleeting Ages,Ex Early Access,2016-05-02,9.99,N/A,1753
Black Ink,Ex Early Access,2016-02-08,44.99,81,20339
CDF Ghostship,Ex Early Access,2015-06-26,9.99,7,3857
Cosmochoria,Ex Early Access,2015-04-27,9.99,84,28053
Distant Star: Revenant Fleet,Ex Early Access,2015-04-07,9.99,20,12624
Lif,Ex Early Access,2016-01-21,8.99,19,3331
Congo,Ex Early Access,2016-03-21,9.99,20,4033
Chime Sharp,Ex Early Access,2016-07-19,14.99,N/A,1929
Solar System Conflict,Ex Early Access,2015-04-06,9.99,N/A,1052
Into the Stars,Ex Early Access,2016-03-04,19.99,13,15780
Castaway Paradise,Ex Early Access,2015-05-19,14.99,72,10520
Runes of Brennos,Ex Early Access,2015-10-16,4.99,N/A,15955
Robot Arena III,Ex Early Access,2016-06-20,19.99,4,2455
Concealed Intent,Ex Early Access,2016-08-02,14.99,N/A,1052
Son of Nor,Ex Early Access,2015-04-27,19.99,25,21917
Albedo: Eyes from Outer Space,Ex Early Access,2015-04-10,14.99,18,51724
I Shall Remain,Ex Early Access,2015-08-24,9.99,41,7013
Super Indie Karts,Ex Early Access,2015-05-06,9.99,84,1403
KWAAN,Ex Early Access,2016-01-21,9.99,45,12273
Into The War,Ex Early Access,2015-12-02,Free,2,46288
Broken Bots,Ex Early Access,2016-06-08,6.99,N/A,3857
The Battle of Sol,Ex Early Access,2015-07-01,9.99,23,18761
REVERSE SIDE,Ex Early Access,2015-07-30,6.99,19,877
Mighty Switch Force! Academy,Ex Early Access,2015-11-23,9.99,N/A,1578
"Once Bitten, Twice Dead!",Ex Early Access,2015-07-07,4.99,0,22267
Gem Wars: Attack of the Jiblets,Ex Early Access,2015-12-14,3.99,N/A,19813
Kinetic Void,Ex Early Access,2014-11-21,19.99,2,115019
Shadow Blade: Reload,Ex Early Access,2015-08-10,14.99,78,14202
Radial-G : Racing Revolved,Ex Early Access,2016-03-28,24.99,59,7013
Phantasmal,Ex Early Access,2016-04-14,14.99,32,3507
VolChaos,Ex Early Access,2015-12-08,2.99,N/A,8942
Defend The Highlands,Ex Early Access,2015-11-06,9.99,N/A,7539
Planetship,Ex Early Access,2015-09-24,8.99,52,6487
Montas,Ex Early Access,2014-03-24,9.99,16,34716
Masterspace,Ex Early Access,2015-06-15,13.99,3,13851
Habitat,Ex Early Access,2016-01-26,14.99,15,23670
Dicetiny,Ex Early Access,2016-07-21,Free,36,8942
Zenzizenzic,Ex Early Access,2015-07-23,9.99,90,4559
Death Goat,Ex Early Access,2016-06-07,2.99,52,28404
Spellsworn,Ex Early Access,2015-11-02,9.99,75,15079
Demons with Shotguns,Ex Early Access,2016-04-25,9.99,N/A,11572
Vertiginous Golf,Ex Early Access,2015-05-06,9.99,17,396080
Conflicks - Revolutionary Space Battles,Ex Early Access,2015-11-05,14.99,25,4033
Survivors,Ex Early Access,2016-05-05,3.99,31,15429
Devouring Stars,Ex Early Access,2015-07-03,9.99,N/A,1227
Wonky Pigeon!,Ex Early Access,2015-11-26,4.99,1,10345
Unveil,Ex Early Access,2016-04-19,14.99,N/A,1227
NeonXSZ,Ex Early Access,2016-02-22,19.99,81,4033
Devoured Time,Ex Early Access,2016-08-08,10.99,N/A,2630
Dwarven Brawl Bros,Ex Early Access,2015-06-25,4.99,N/A,2279
Paper Dungeons,Ex Early Access,2015-04-20,9.99,11,20339
RaidersSphere4th,Ex Early Access,2015-06-01,19.99,N/A,1052
